signal,version,IS_n,IS_mean,IS_t,IS_sr,OOS_n,OOS_mean,OOS_t,OOS_sr,POST_n,POST_mean,POST_t,POST_sr,P2015_n,P2015_mean,P2015_t,P2015_sr,IS_skew,IS_worst,IS_worst_z,IS_maxdd_pp,Year,SampleStartYear,SampleEndYear,Cat.Data,Cat.Economic,mech,mech_reason,data_src,Portfolio Period,Stock Weight,Return,T-Stat,Predictability in OP,LongDescription,q5_ew__IS_mean,q5_ew__IS_t,q5_ew__IS_sr,q5_ew__OOS_mean,q5_ew__OOS_t,q5_ew__OOS_sr,q5_ew__POST_mean,q5_ew__POST_t,q5_ew__POST_sr,q5_ew__P2015_mean,q5_ew__P2015_t,q5_ew__P2015_sr,q5_vw__IS_mean,q5_vw__IS_t,q5_vw__IS_sr,q5_vw__OOS_mean,q5_vw__OOS_t,q5_vw__OOS_sr,q5_vw__POST_mean,q5_vw__POST_t,q5_vw__POST_sr,q5_vw__P2015_mean,q5_vw__P2015_t,q5_vw__P2015_sr,me_gt_nyse20__IS_mean,me_gt_nyse20__IS_t,me_gt_nyse20__IS_sr,me_gt_nyse20__OOS_mean,me_gt_nyse20__OOS_t,me_gt_nyse20__OOS_sr,me_gt_nyse20__POST_mean,me_gt_nyse20__POST_t,me_gt_nyse20__POST_sr,me_gt_nyse20__P2015_mean,me_gt_nyse20__P2015_t,me_gt_nyse20__P2015_sr,nyse_only__IS_mean,nyse_only__IS_t,nyse_only__IS_sr,nyse_only__OOS_mean,nyse_only__OOS_t,nyse_only__OOS_sr,nyse_only__POST_mean,nyse_only__POST_t,nyse_only__POST_sr,nyse_only__P2015_mean,nyse_only__P2015_t,nyse_only__P2015_sr,op_OOS_ratio,op_POST_ratio,op_P2015_ratio,q5_ew_OOS_ratio,q5_ew_POST_ratio,q5_ew_P2015_ratio,q5_vw_OOS_ratio,q5_vw_POST_ratio,q5_vw_P2015_ratio,me_gt_nyse20_OOS_ratio,me_gt_nyse20_POST_ratio,me_gt_nyse20_P2015_ratio,smallcap_share_screen,smallcap_share_vw,monthly_rebal,op_OOS_ratio_c,op_POST_ratio_c,op_P2015_ratio_c,q5_ew_OOS_ratio_c,q5_ew_POST_ratio_c,q5_ew_P2015_ratio_c,q5_vw_OOS_ratio_c,q5_vw_POST_ratio_c,q5_vw_P2015_ratio_c,me_gt_nyse20_OOS_ratio_c,me_gt_nyse20_POST_ratio_c,me_gt_nyse20_P2015_ratio_c,alive_2015,alive_2015_big,sc_terc,skew_terc,pub_era
RDcap,op,330,0.4308,2.1183,0.4040,48,0.5509,1.3337,0.6668,156,-0.1925,-0.5920,-0.1642,120,-0.2384,-0.5847,-0.1849,1.7228,-9.2018,-2.6076,-47.2025,2011,1980,2007,Accounting,asset composition,M6,rule: Cat.Economic=asset composition,accounting,12.0000,VW,0.6900,2.6400,1_clear,R&D capital-to-assets,0.6326,1.9024,0.3628,0.7977,1.2241,0.6120,-0.4181,-0.8407,-0.2332,-0.5003,-0.8148,-0.2577,0.6326,1.9024,0.3628,0.7977,1.2241,0.6120,-0.4181,-0.8407,-0.2332,-0.5003,-0.8148,-0.2577,,,,,,,-2.7314,-0.9685,-0.7697,-2.7314,-0.9685,-0.7697,0.3963,1.0066,0.1919,0.6531,0.5777,0.2888,0.6012,1.2127,0.3363,0.8188,1.3895,0.4394,1.2788,-0.4470,-0.5535,1.2610,-0.6610,-0.7909,1.2610,-0.6610,-0.7909,,,,,0.0000,0,1.2788,-0.4470,-0.5535,1.2610,-0.6610,-0.7909,1.2610,-0.6610,-0.7909,,,,0,0,,pos skew,2011-2016
RDIPO,op,192,0.9019,2.8826,0.7207,132,0.4399,1.5809,0.4767,216,0.6988,2.8789,0.6786,120,0.8473,2.3309,0.7371,-0.9317,-19.8951,-4.7972,-68.5450,2006,1980,1995,Event,R&D,M4,IPO underperformance,event,1.0000,EW,0.7600,2.6800,1_clear,IPO and no R&D spending,,,,,,,,,,,,,,,,,,,,,,,,,0.4428,1.2088,0.3054,0.0963,0.3262,0.0983,0.5714,2.2728,0.5357,0.8767,2.3427,0.7408,1.4307,3.2755,0.9114,0.3098,1.0343,0.3118,0.4953,1.5914,0.3751,0.5572,1.1734,0.3711,0.4877,0.7749,0.9395,,,,,,,0.2176,1.2904,1.9800,0.5090,,1,0.4877,0.7749,0.9395,,,,,,,0.2176,1.2904,1.9800,1,1,high (microcap),neg skew,2006-2010
RDS,op,336,0.4884,3.9277,0.7423,96,-0.0040,-0.0250,-0.0088,156,-0.1033,-0.6593,-0.1829,120,-0.1947,-0.9880,-0.3124,0.5849,-5.6441,-2.6903,-22.8155,2011,1976,2003,Accounting,composite accounting,M4,rule: Cat.Economic=composite accounting,accounting,12.0000,EW,0.3333,5.8400,1_clear,Real dirty surplus,0.4305,3.0985,0.5856,-0.0293,-0.1749,-0.0618,-0.1820,-1.1059,-0.3067,-0.2885,-1.3957,-0.4414,0.1875,1.9820,0.3746,0.1420,1.1854,0.4191,-0.0991,-0.7238,-0.2007,-0.1713,-0.9911,-0.3134,0.3085,3.2171,0.6080,0.0100,0.0912,0.0322,0.0653,0.5667,0.1572,0.0304,0.2086,0.0660,0.1789,1.4490,0.2738,0.1006,0.9547,0.3375,0.0941,0.6567,0.1821,0.0486,0.2665,0.0843,-0.0082,-0.2116,-0.3985,-0.0680,-0.4227,-0.6702,0.7572,-0.5288,-0.9137,0.0326,0.2118,0.0986,0.3683,0.5645,0,-0.0082,-0.2116,-0.3985,-0.0680,-0.4227,-0.6702,0.7572,-0.5288,-0.9137,0.0326,0.2118,0.0986,0,0,mid,pos skew,2011-2016
RealizedVol,op,456,0.8485,2.6131,0.4239,72,0.5090,0.4013,0.1638,216,0.0502,0.1053,0.0248,120,-0.2046,-0.3141,-0.0993,-0.3948,-36.0417,-5.3200,-136.7289,2006,1963,2000,Price,volatility,M3,rule: Cat.Economic=volatility,price,1.0000,VW,0.9700,2.8600,1_clear,Realized (Total) Volatility,0.8485,2.6131,0.4239,0.5090,0.4013,0.1638,0.0502,0.1053,0.0248,-0.2046,-0.3141,-0.0993,0.8485,2.6131,0.4239,0.5090,0.4013,0.1638,0.0502,0.1053,0.0248,-0.2046,-0.3141,-0.0993,0.1805,0.6308,0.1023,0.5840,0.5329,0.2175,0.1825,0.4302,0.1014,0.0605,0.1057,0.0334,0.0825,0.3579,0.0581,0.0048,0.0057,0.0023,0.3609,0.8141,0.1919,0.3667,0.6485,0.2051,0.5999,0.0592,-0.2411,0.5999,0.0592,-0.2411,0.5999,0.0592,-0.2411,3.2358,1.0111,0.3351,0.7873,0.0000,1,0.5999,0.0592,-0.2411,0.5999,0.0592,-0.2411,0.5999,0.0592,-0.2411,2.5000,1.0111,0.3351,0,0,high (microcap),neg skew,2006-2010
Recomm_ShortInterest,op,156,0.8173,2.9141,0.8082,60,0.5495,0.9147,0.4091,156,0.4469,1.1445,0.3174,120,0.4677,0.9664,0.3056,-0.3352,-10.1625,-3.1342,-25.8192,2011,1994,2006,Analyst,recommendation,M4,rule: Cat.Economic=recommendation,analyst,1.0000,EW,1.1100,4.0900,1_clear,Analyst Recommendations and Short-Interest,,,,,,,,,,,,,,,,,,,,,,,,,1.0284,3.5447,0.9831,0.8345,2.1442,0.9589,0.0393,0.0996,0.0276,0.0051,0.0103,0.0033,0.5597,1.9249,0.5339,0.4305,0.5200,0.2326,0.0975,0.2315,0.0642,-0.0647,-0.1250,-0.0395,0.6723,0.5468,0.5722,,,,,,,0.8115,0.0382,0.0050,-0.2583,,1,0.6723,0.5468,0.5722,,,,,,,0.8115,0.0382,0.0050,0,0,low (big-cap ok),neg skew,2011-2016
ResidualMomentum,op,955,0.9503,8.1950,0.9186,24,0.5164,1.0512,0.7433,156,0.3262,1.2825,0.3557,120,0.3493,1.1396,0.3604,-2.1185,-29.3605,-8.4582,-53.7130,2011,1930,2009,Price,momentum,M4,rule: Cat.Economic=momentum,price,1.0000,EW,0.9333,8.2186,1_clear,Momentum based on FF3 residuals,0.8137,9.2319,1.0349,0.1930,0.4662,0.3297,0.3303,1.6321,0.4527,0.3566,1.4733,0.4659,0.5884,5.8038,0.6506,0.3526,0.7150,0.5056,0.0157,0.0731,0.0203,0.0435,0.1692,0.0535,0.8662,7.0161,0.7865,0.4680,1.0166,0.7188,0.1178,0.4698,0.1303,0.1369,0.4531,0.1433,0.7612,6.2253,0.6978,0.5200,0.8879,0.6278,0.4525,1.4386,0.3990,0.5397,1.4010,0.4430,0.5434,0.3432,0.3675,0.2372,0.4059,0.4383,0.5993,0.0266,0.0740,0.5403,0.1360,0.1581,0.0886,0.2769,1,0.5434,0.3432,0.3675,0.2372,0.4059,0.4383,0.5993,0.0266,0.0740,0.5403,0.1360,0.1581,0,0,low (big-cap ok),neg skew,2011-2016
retConglomerate,op,396,1.3655,6.6506,1.1577,36,-0.0711,-0.1517,-0.0876,144,0.3026,1.0812,0.3121,120,0.1985,0.6261,0.1980,0.5177,-16.3791,-4.3429,-25.4995,2012,1977,2009,Price,lead lag,M5,rule: Cat.Economic=lead lag,price,1.0000,EW,1.1800,5.5100,1_clear,Conglomerate return,1.0977,6.2773,1.0927,0.0968,0.2458,0.1419,0.2042,1.0345,0.2986,0.1193,0.5341,0.1689,0.5450,2.3683,0.4123,-0.1666,-0.4184,-0.2416,-0.1389,-0.5218,-0.1506,-0.1889,-0.6040,-0.1910,1.3246,5.6734,0.9876,-0.1400,-0.2827,-0.1632,0.2494,0.7536,0.2176,0.0897,0.2458,0.0777,0.9555,4.3456,0.7565,-0.0377,-0.0785,-0.0453,0.1373,0.3442,0.0994,0.0032,0.0070,0.0022,-0.0521,0.2216,0.1454,0.0882,0.1860,0.1087,-0.3057,-0.2548,-0.3466,-0.1057,0.1883,0.0678,0.0300,0.5035,1,-0.0521,0.2216,0.1454,0.0882,0.1860,0.1087,-0.3057,-0.2548,-0.3466,-0.1057,0.1883,0.0678,0,0,low (big-cap ok),mid,2011-2016
ReturnSkew,op,600,0.4091,5.2748,0.7460,36,0.1739,0.7041,0.4065,108,0.2785,1.2840,0.4280,120,0.2993,1.4787,0.4676,-1.4989,-16.2951,-8.7927,-35.2933,2015,1963,2012,Price,risk,M6,rule: Cat.Economic=risk,price,1.0000,EW,0.4700,4.0100,1_clear,Return skewness,0.4091,5.2748,0.7460,0.1739,0.7041,0.4065,0.2785,1.2840,0.4280,0.2993,1.4787,0.4676,-0.1143,-1.4405,-0.2037,-0.0742,-0.3945,-0.2278,0.2013,0.9298,0.3099,0.1850,0.9323,0.2948,0.1278,1.9078,0.2698,0.0751,0.3191,0.1842,0.0645,0.3847,0.1282,0.0900,0.5631,0.1781,0.1259,2.0929,0.2960,0.3906,1.4134,0.8160,0.3027,1.5955,0.5318,0.3723,2.0169,0.6378,0.4252,0.6807,0.7316,0.4252,0.6807,0.7316,0.6497,-1.7618,-1.6187,0.5875,0.5045,0.7043,0.6875,1.2793,1,0.4252,0.6807,0.7316,0.4252,0.6807,0.7316,0.6497,-1.5000,-1.5000,0.5875,0.5045,0.7043,0,0,high (microcap),neg skew,2011-2016
ReturnSkew3F,op,600,0.2859,4.3689,0.6179,36,-0.1274,-0.7832,-0.4522,108,0.2132,1.1982,0.3994,120,0.2013,1.2401,0.3921,-0.9893,-13.1325,-8.3718,-32.7193,2015,1963,2012,Price,risk,M6,rule: Cat.Economic=risk,price,1.0000,EW,0.4500,4.3500,1_clear,Idiosyncratic skewness (3F model),0.2859,4.3689,0.6179,-0.1274,-0.7832,-0.4522,0.2132,1.1982,0.3994,0.2013,1.2401,0.3921,-0.1336,-2.0162,-0.2851,-0.1541,-1.0522,-0.6075,0.0297,0.1754,0.0585,-0.0043,-0.0281,-0.0089,0.0110,0.1961,0.0277,-0.1875,-1.5101,-0.8719,0.0446,0.3616,0.1205,0.0392,0.3470,0.1097,0.0243,0.5287,0.0748,-0.1185,-0.6835,-0.3946,0.2138,1.3307,0.4436,0.2214,1.4885,0.4707,-0.4457,0.7456,0.7041,-0.4457,0.7456,0.7041,1.1538,-0.2225,0.0326,-17.0606,4.0563,3.5639,0.9616,1.4672,1,-0.4457,0.7456,0.7041,-0.4457,0.7456,0.7041,1.1538,-0.2225,0.0326,-1.5000,2.5000,2.5000,0,0,high (microcap),neg skew,2011-2016
REV6,op,192,1.1327,8.8658,2.2165,48,1.3305,5.7489,2.8745,336,0.5464,3.1429,0.5940,120,0.5924,1.9514,0.6171,-0.5988,-7.4084,-4.8247,-10.3320,1996,1977,1992,Analyst,earnings forecast,M4,rule: Cat.Economic=earnings forecast,analyst,1.0000,EW,,4.0700,1_clear,Earnings forecast revisions,1.1327,8.8658,2.2165,1.3305,5.7489,2.8745,0.5464,3.1429,0.5940,0.5924,1.9514,0.6171,0.3753,2.2880,0.5720,0.5557,2.1111,1.0556,0.4342,1.7876,0.3378,0.8959,2.0219,0.6394,0.8586,7.2528,1.8132,0.8762,4.6667,2.3334,0.2439,1.4242,0.2692,0.4453,1.5894,0.5026,0.7947,5.8681,1.4670,0.7633,3.9853,1.9927,0.2783,1.1759,0.2222,0.3417,0.7937,0.2510,1.1747,0.4824,0.5230,1.1747,0.4824,0.5230,1.4806,1.1569,2.3868,1.0206,0.2840,0.5187,0.2420,0.6686,1,1.1747,0.4824,0.5230,1.1747,0.4824,0.5230,1.4806,1.1569,2.3868,1.0206,0.2840,0.5187,1,1,mid,neg skew,1996-2005
RevenueSurprise,op,204,0.7313,5.7401,1.3922,36,0.5928,4.2965,2.4806,216,0.3745,2.7585,0.6502,120,0.3347,1.6378,0.5179,-1.5303,-12.9781,-7.5339,-12.9781,2006,1987,2003,Accounting,sales growth,M4,rule: Cat.Economic=sales growth,accounting,1.0000,EW,,,1_clear,Revenue Surprise,0.7313,5.7401,1.3922,0.5928,4.2965,2.4806,0.3745,2.7585,0.6502,0.3347,1.6378,0.5179,-0.0269,-0.1808,-0.0439,-0.1763,-0.8633,-0.4984,0.2212,1.4792,0.3486,0.1771,0.7807,0.2469,0.1839,1.6403,0.3978,0.0410,0.2651,0.1531,0.1423,1.0193,0.2403,0.1278,0.6374,0.2016,0.0776,0.5779,0.1402,0.2629,1.5304,0.8836,0.2309,1.3700,0.3229,0.1284,0.5299,0.1676,0.8105,0.5121,0.4576,0.8105,0.5121,0.4576,6.5442,-8.2124,-6.5735,0.2231,0.7739,0.6950,0.7485,1.0368,1,0.8105,0.5121,0.4576,0.8105,0.5121,0.4576,2.5000,-1.5000,-1.5000,0.2231,0.7739,0.6950,1,0,high (microcap),neg skew,2006-2010
RIO_Disp,op,288,0.6088,2.6254,0.5359,24,-0.6345,-1.2020,-0.8500,228,0.3897,1.8638,0.4276,120,0.4055,1.5539,0.4914,0.3488,-15.8367,-4.1792,-28.9905,2005,1980,2003,13F,short sale constraints,M3,rule: Cat.Economic=short sale constraints,flows_holdings,1.0000,EW,0.5400,2.4700,1_clear,Inst Own and Forecast Dispersion,,,,,,,,,,,,,,,,,,,,,,,,,0.8322,3.2783,0.6692,-0.7324,-1.3894,-0.9825,0.3683,1.7419,0.3996,0.3917,1.4909,0.4715,0.3837,1.4539,0.2968,-0.6793,-0.9845,-0.6962,0.6165,1.9041,0.4368,0.8511,2.2152,0.7005,-1.0422,0.6402,0.6661,,,,,,,-0.8800,0.4425,0.4707,-0.3671,,1,-1.0422,0.6402,0.6661,,,,,,,-0.8800,0.4425,0.4707,1,0,low (big-cap ok),mid,1996-2005
RIO_MB,op,288,0.8829,3.6680,0.7487,24,-0.6784,-1.4404,-1.0185,228,0.0809,0.4345,0.0997,120,0.0052,0.0189,0.0060,1.0281,-11.1039,-2.9344,-40.1698,2005,1980,2003,13F,short sale constraints,M3,rule: Cat.Economic=short sale constraints,flows_holdings,1.0000,EW,1.0700,4.9100,1_clear,Inst Own and Market to Book,,,,,,,,,,,,,,,,,,,,,,,,,0.8575,3.1685,0.6468,-0.6195,-1.4030,-0.9921,0.0407,0.2179,0.0500,0.0083,0.0299,0.0095,0.4528,1.0699,0.2184,0.9062,1.4554,1.0291,0.2595,1.1926,0.2736,0.1336,0.4560,0.1442,-0.7683,0.0916,0.0059,,,,,,,-0.7225,0.0474,0.0097,0.0288,,1,-0.7683,0.0916,0.0059,,,,,,,-0.7225,0.0474,0.0097,0,0,low (big-cap ok),pos skew,1996-2005
RIO_Turnover,op,288,0.6414,2.7528,0.5619,24,-0.3421,-0.6215,-0.4395,228,0.4308,1.8655,0.4280,120,0.5399,1.7338,0.5483,0.6314,-11.1891,-2.9918,-51.7667,2005,1980,2003,13F,short sale constraints,M3,rule: Cat.Economic=short sale constraints,flows_holdings,1.0000,EW,0.9200,2.7100,1_clear,Inst Own and Turnover,,,,,,,,,,,,,,,,,,,,,,,,,0.5889,2.2501,0.4593,-0.2355,-0.4210,-0.2977,0.4154,1.8214,0.4179,0.5455,1.7444,0.5516,0.2382,0.7389,0.1508,0.0530,0.0510,0.0360,0.6716,2.2442,0.5149,0.7501,1.7264,0.5459,-0.5334,0.6717,0.8416,,,,,,,-0.3999,0.7054,0.9263,0.0819,,1,-0.5334,0.6717,0.8416,,,,,,,-0.3999,0.7054,0.9263,1,1,low (big-cap ok),pos skew,1996-2005
RIO_Volatility,op,288,0.9966,4.1460,0.8463,24,-0.0476,-0.0795,-0.0563,228,0.9247,3.1632,0.7257,120,1.1402,3.1520,0.9967,0.1925,-13.1859,-3.4768,-40.5782,2005,1980,2003,13F,short sale constraints,M3,rule: Cat.Economic=short sale constraints,flows_holdings,1.0000,EW,1.0700,4.3800,1_clear,Inst Own and Idio Vol,,,,,,,,,,,,,,,,,,,,,,,,,0.9085,3.0881,0.6304,0.0676,0.1108,0.0783,0.8734,2.9417,0.6749,1.1211,3.0809,0.9743,-0.0078,-0.0212,-0.0043,0.7807,0.7332,0.5185,0.9214,2.5125,0.5764,1.1049,2.3728,0.7503,-0.0477,0.9279,1.1442,,,,,,,0.0744,0.9614,1.2340,0.0884,,1,-0.0477,0.9279,1.1442,,,,,,,0.0744,0.9614,1.2340,1,1,low (big-cap ok),mid,1996-2005
RIVolSpread,op,107,1.0451,2.1626,0.7242,60,0.3865,0.8195,0.3665,157,0.1577,0.5645,0.1561,97,0.0859,0.2236,0.0786,2.1248,-7.6862,-1.7467,-15.1466,2009,1996,2004,Options,optionrisk,M1,options,options,1.0000,VW,0.7320,2.9000,1_clear,Realized minus Implied Vol,1.0451,2.1626,0.7242,0.3865,0.8195,0.3665,0.1577,0.5645,0.1561,0.0859,0.2236,0.0786,1.0451,2.1626,0.7242,0.3865,0.8195,0.3665,0.1577,0.5645,0.1561,0.0859,0.2236,0.0786,0.9409,2.0458,0.6851,0.0849,0.1817,0.0813,0.3597,1.2933,0.3575,0.4386,1.1064,0.3891,0.3568,1.0608,0.3553,0.3359,0.6341,0.2836,0.3759,1.4921,0.4125,0.2893,0.8382,0.2948,0.3698,0.1509,0.0822,0.3698,0.1509,0.0822,0.3698,0.1509,0.0822,0.0903,0.3823,0.4662,0.0997,0.0000,1,0.3698,0.1509,0.0822,0.3698,0.1509,0.0822,0.3698,0.1509,0.0822,0.0903,0.3823,0.4662,0,0,low (big-cap ok),pos skew,2006-2010
roaq,op,360,1.5872,5.5695,1.0169,60,0.5053,1.0500,0.4696,168,1.2913,2.9253,0.7818,120,1.5222,2.6025,0.8230,-1.4833,-33.4684,-6.4833,-94.5788,2010,1976,2005,Accounting,profitability,M6,rule: Cat.Economic=profitability,accounting,1.0000,EW,0.8417,6.4500,1_clear,Return on assets (qtrly),1.3445,5.6595,1.0333,0.4241,0.9819,0.4391,0.8146,2.1387,0.5716,0.8675,1.6897,0.5343,0.3811,1.4902,0.2721,0.2222,0.4609,0.2061,0.5401,1.4937,0.3992,0.6511,1.3795,0.4362,0.9108,3.4233,0.6250,-0.1227,-0.2757,-0.1233,0.4280,1.0330,0.2761,0.5069,0.9210,0.2912,0.7828,3.3302,0.6080,-0.3953,-0.4461,-0.1995,0.4573,0.9221,0.2464,0.2237,0.3337,0.1055,0.3183,0.8136,0.9591,0.3155,0.6059,0.6452,0.5831,1.4172,1.7084,-0.1348,0.4699,0.5565,0.4262,0.7165,1,0.3183,0.8136,0.9591,0.3155,0.6059,0.6452,0.5831,1.4172,1.7084,-0.1348,0.4699,0.5565,1,0,high (microcap),neg skew,2006-2010
sfe,op,204,0.8320,2.6898,0.6524,36,-1.4337,-0.5668,-0.3273,276,0.7397,1.8780,0.3916,120,0.8126,1.1539,0.3649,-0.1982,-12.2932,-2.9711,-53.5428,2001,1982,1998,Analyst,valuation,M6,rule: Cat.Economic=valuation,analyst,12.0000,EW,1.4667,4.9900,1_clear,Earnings Forecast to price,0.6913,2.8906,0.7011,-1.1466,-0.5243,-0.3027,0.5982,1.8062,0.3766,0.5608,0.9380,0.2966,0.5632,2.1268,0.5158,1.9884,1.0080,0.5820,0.2331,0.6367,0.1328,-0.0167,-0.0247,-0.0078,1.1582,3.4943,0.8475,-0.7048,-0.2710,-0.1565,0.6604,1.8559,0.3870,0.4478,0.6858,0.2169,0.4753,1.2588,0.3053,0.1350,0.1463,0.0845,0.6916,1.8448,0.3847,0.3210,0.4755,0.1504,-1.7232,0.8890,0.9767,-1.6586,0.8653,0.8112,3.5304,0.4138,-0.0296,-0.6085,0.5702,0.3867,-0.3922,0.1852,0,-1.5000,0.8890,0.9767,-1.5000,0.8653,0.8112,2.5000,0.4138,-0.0296,-0.6085,0.5702,0.3867,0,0,low (big-cap ok),neg skew,1996-2005
ShareIss1Y,op,408,0.7133,4.3795,0.7511,60,0.9104,2.7202,1.2165,192,0.8548,2.5915,0.6479,120,1.2164,2.5867,0.8180,-0.6635,-21.4322,-6.7318,-48.4353,2008,1970,2003,Accounting,external financing,M4,rule: Cat.Economic=external financing,accounting,12.0000,EW,,7.0800,1_clear,Share issuance (1 year),0.7133,4.3795,0.7511,0.9104,2.7202,1.2165,0.8548,2.5915,0.6479,1.2164,2.5867,0.8180,0.5621,5.1476,0.8828,0.1362,0.5389,0.2410,0.2979,1.4479,0.3620,0.4321,1.5398,0.4869,0.5927,4.1857,0.7178,0.3140,1.2265,0.5485,0.4641,2.2345,0.5586,0.5633,1.8971,0.5999,0.4829,5.2371,0.8982,-0.1468,-0.7946,-0.3553,0.4910,2.5838,0.6459,0.5783,2.2161,0.7008,1.2764,1.1984,1.7055,1.2764,1.1984,1.7055,0.2422,0.5300,0.7688,0.5297,0.7830,0.9503,0.1690,0.2119,0,1.2764,1.1984,1.7055,1.2764,1.1984,1.7055,0.2422,0.5300,0.7688,0.5297,0.7830,0.9503,1,1,mid,neg skew,2006-2010
ShareIss5Y,op,432,0.5395,3.5389,0.5898,36,0.5058,1.1432,0.6600,216,0.8775,3.3031,0.7785,120,1.1436,2.7887,0.8819,-1.3503,-19.8163,-6.4244,-58.9660,2006,1968,2003,Accounting,external financing,M4,rule: Cat.Economic=external financing,accounting,12.0000,EW,,4.3900,1_clear,Share issuance (5 year),0.5395,3.5389,0.5898,0.5058,1.1432,0.6600,0.8775,3.3031,0.7785,1.1436,2.7887,0.8819,0.5455,4.6369,0.7728,0.2159,0.8754,0.5054,0.4868,3.0559,0.7203,0.7368,3.3197,1.0498,0.5198,4.2259,0.7043,0.3692,1.1910,0.6876,0.4245,2.6178,0.6170,0.4714,1.9864,0.6281,0.5754,5.3966,0.8994,-0.0647,-0.3155,-0.1822,0.5279,2.9143,0.6869,0.5368,2.0287,0.6415,0.9375,1.6265,2.1198,0.9375,1.6265,2.1198,0.3958,0.8924,1.3506,0.7102,0.8166,0.9068,0.0364,-0.0112,0,0.9375,1.6265,2.1198,0.9375,1.6265,2.1198,0.3958,0.8924,1.3506,0.7102,0.8166,0.9068,1,1,low (big-cap ok),neg skew,2006-2010
ShareVol,op,360,0.7368,3.9252,0.7166,84,0.0484,0.1494,0.0565,312,0.0543,0.2866,0.0562,120,-0.1063,-0.3475,-0.1099,-0.0600,-8.9203,-2.7115,-24.6100,1998,1962,1991,Trading,volume,M3,rule: Cat.Economic=volume,volume,12.0000,EW,,8.8600,1_clear,Share Volume,,,,,,,,,,,,,,,,,,,,,,,,,0.4888,3.0889,0.5640,-0.4996,-1.3506,-0.5105,-0.1468,-0.7501,-0.1471,-0.2232,-0.8676,-0.2744,0.7368,3.9252,0.7166,0.0484,0.1494,0.0565,0.0543,0.2866,0.0562,-0.1063,-0.3475,-0.1099,0.0657,0.0737,-0.1443,,,,,,,-1.0220,-0.3002,-0.4567,0.3365,,0,0.0657,0.0737,-0.1443,,,,,,,-1.0220,-0.3002,-0.4567,0,0,mid,mid,1996-2005
Size,op,594,0.4967,2.6135,0.3715,72,0.8397,2.8205,1.1515,516,0.0480,0.3343,0.0510,120,-0.3352,-1.1353,-0.3590,4.8986,-8.7672,-2.0000,-54.2107,1981,1926,1975,Price,size,M3,rule: Cat.Economic=size,price,12.0000,EW,1.0100,3.0700,1_clear,Size,1.0082,3.0182,0.4290,1.6398,3.3687,1.3753,0.2275,0.9535,0.1454,-0.5116,-0.9206,-0.2911,0.5331,1.8014,0.2560,1.7368,3.2196,1.3144,-0.4010,-1.7146,-0.2615,-1.0481,-1.7732,-0.5607,0.2037,1.7868,0.2540,0.6989,3.4687,1.4161,-0.0539,-0.5769,-0.0880,-0.1634,-0.8089,-0.2558,0.4865,2.6236,0.3729,0.9553,3.0663,1.2518,0.0087,0.0706,0.0108,0.0098,0.0342,0.0108,1.6904,0.0966,-0.6748,1.6263,0.2257,-0.5074,3.2579,-0.7521,-1.9659,3.4316,-0.2647,-0.8024,0.5900,0.4713,0,1.6904,0.0966,-0.6748,1.6263,0.2257,-0.5074,2.5000,-0.7521,-1.5000,2.5000,-0.2647,-0.8024,0,0,high (microcap),pos skew,<=1995
SmileSlope,op,119,1.8213,8.1471,2.5872,72,1.0803,5.7120,2.3319,133,0.8514,5.1617,1.5505,97,0.8785,4.1664,1.4654,2.1795,-3.8192,-2.3130,-3.8192,2011,1996,2005,Options,optionrisk,M1,options,options,1.0000,EW,1.8000,8.1680,1_clear,Put volatility minus call volatility,1.8213,8.1471,2.5872,1.0803,5.7120,2.3319,0.8514,5.1617,1.5505,0.8785,4.1664,1.4654,1.3703,4.7260,1.5007,0.8598,2.4543,1.0020,0.8639,5.1388,1.5436,0.7925,3.9248,1.3805,1.7484,8.3603,2.6548,0.6969,3.6482,1.4894,0.6215,4.1788,1.2552,0.5907,3.1776,1.1176,1.5273,8.7332,2.7733,0.9252,4.0009,1.6334,0.6468,3.9456,1.1852,0.6272,3.0044,1.0567,0.5932,0.4675,0.4823,0.5932,0.4675,0.4823,0.6275,0.6305,0.5783,0.3986,0.3555,0.3379,0.0400,0.2476,1,0.5932,0.4675,0.4823,0.5932,0.4675,0.4823,0.6275,0.6305,0.5783,0.3986,0.3555,0.3379,1,1,low (big-cap ok),pos skew,2011-2016
